t,x,y,vd,xyd,nd,d,st
194,1024.22,1150.56,0.387461,0.387461,6,6.40793,0
194,1024.58,1150.71,0.38773,0.38773,6,6.40789,0
194,1024.94,1150.85,0.387998,0.387998,6,6.40749,0
195,1025.3,1151,0.388265,0.388265,6,6.40703,0
195,1025.66,1151.15,0.388609,0.388608,6,6.40642,0
196,1026.02,1151.3,0.388873,0.388873,6,6.40575,0
196,1026.38,1151.44,0.389211,0.389211,6,6.40459,0
197,1026.74,1151.59,0.389472,0.389472,6,6.40344,0
197,1027.1,1151.74,0.389732,0.389732,6,6.4028,0
198,1027.46,1151.89,0.389989,0.389989,6,6.40172,0
198,1027.82,1152.04,0.390247,0.390247,6,6.40057,0
198,1028.18,1152.18,0.390532,0.390532,6,6.40043,0
199,1028.54,1152.33,0.390787,0.390786,6,6.39994,0
199,1028.91,1152.48,0.391039,0.391039,6,6.39987,0
200,1029.27,1152.63,0.391291,0.39129,6,6.39955,0
200,1029.63,1152.78,0.391541,0.39154,6,6.39937,0
201,1029.99,1152.93,0.391791,0.391791,6,6.3989,0
201,1030.36,1153.07,0.392039,0.392039,6,6.39775,0
201,1030.72,1153.22,0.392285,0.392285,6,6.39659,0
202,1031.08,1153.37,0.392531,0.392531,6,6.39528,0
202,1031.44,1153.52,0.392645,0.392645,6,6.39323,0
203,1031.81,1153.67,0.39289,0.39289,6,6.39106,0
203,1032.17,1153.82,0.393131,0.393131,6,6.38971,0
204,1032.53,1153.97,0.393373,0.393373,6,6.3877,0
204,1032.83,1154.1,0.391517,0.391517,6,6.38476,0
204,1033.19,1154.25,0.391766,0.391766,6,6.38154,0
205,1033.55,1154.4,0.392014,0.392013,6,6.37817,0
205,1033.92,1154.55,0.392268,0.392267,6,6.37465,0
205,1034.28,1154.7,0.392514,0.392514,6,6.37122,0
206,1034.64,1154.86,0.392758,0.392757,6,6.3668,0
206,1035,1155.01,0.393002,0.393002,6,6.36237,0
207,1035.36,1155.16,0.393244,0.393244,6,6.35712,0
207,1035.73,1155.32,0.393485,0.393485,6,6.35174,0
208,1036.09,1155.47,0.393725,0.393725,6,6.34619,0
208,1036.45,1155.63,0.394162,0.394162,6,6.34021,0
209,1036.81,1155.78,0.394398,0.394398,6,6.33419,0
209,1037.18,1155.93,0.394633,0.394633,6,6.328,0
209,1037.54,1156.09,0.395011,0.395011,6,6.32233,0
210,1037.9,1156.24,0.395243,0.395243,6,6.31633,0
210,1038.27,1156.4,0.395474,0.395474,6,6.30953,0
211,1038.63,1156.56,0.395704,0.395703,6,6.30242,0
211,1038.99,1156.71,0.395932,0.395931,6,6.2955,0
212,1039.36,1156.87,0.39616,0.39616,6,6.28837,0
212,1039.72,1157.02,0.396548,0.396548,6,6.28166,0
212,1040.09,1157.18,0.396772,0.396771,6,6.27435,0
213,1040.45,1157.34,0.396996,0.396996,6,6.2668,0
213,1040.82,1157.49,0.397323,0.397323,6,6.25953,0
214,1041.18,1157.65,0.397544,0.397544,6,6.25168,0
214,1041.55,1157.81,0.397932,0.397932,6,6.24427,0
215,1041.91,1157.97,0.39815,0.39815,6,6.2363,0
215,1042.28,1158.13,0.398367,0.398367,6,6.22832,0
215,1042.64,1158.28,0.398582,0.398582,6,6.2197,0
216,1043.01,1158.44,0.398797,0.398797,6,6.2108,0
216,1043.37,1158.6,0.399073,0.399073,6,6.20158,0
217,1043.74,1158.76,0.399286,0.399286,6,6.19224,0
217,1044.11,1158.92,0.399558,0.399557,6,6.18337,0
218,1044.47,1159.08,0.399768,0.399768,6,6.17393,0
218,1044.84,1159.24,0.399975,0.399975,6,6.16444,0
218,1045.21,1159.4,0.400184,0.400184,6,6.15432,0
219,1045.57,1159.56,0.400415,0.400414,6,6.14238,0
219,1045.94,1159.72,0.40062,0.40062,6,6.13076,0
220,1046.3,1159.89,0.400825,0.400825,6,6.11887,0
220,1046.67,1160.05,0.401027,0.401027,6,6.10718,0
220,1047.04,1160.21,0.40123,0.401229,6,6.09489,0
221,1047.4,1160.38,0.401431,0.401431,6,6.08159,0
221,1047.77,1160.54,0.401632,0.401632,6,6.0685,0
222,1048.14,1160.7,0.401832,0.401831,6,6.05615,0
222,1048.5,1160.87,0.402029,0.402029,6,6.04328,0
223,1048.87,1161.03,0.402227,0.402227,6,6.03019,0
223,1049.24,1161.2,0.402319,0.402318,6,6.01715,0
223,1049.61,1161.36,0.402515,0.402515,6,6.00373,0
224,1049.97,1161.52,0.40271,0.40271,6,5.98972,0
224,1050.34,1161.69,0.402904,0.402904,6,5.97566,0
225,1050.66,1161.83,0.401412,0.401412,6,5.9631,0
225,1051.03,1162,0.401611,0.401612,6,5.94873,0
226,1051.39,1162.16,0.401811,0.401812,6,5.93424,0
226,1051.76,1162.33,0.402015,0.402015,6,5.87393,0
226,1052.12,1162.49,0.402212,0.402212,6,5.86274,0
227,1052.49,1162.66,0.402409,0.402409,6,5.85149,0
227,1052.86,1162.82,0.402605,0.402605,6,5.84138,0
228,1053.23,1162.99,0.4028,0.4028,6,5.8309,0
228,1053.59,1163.16,0.402994,0.402994,6,5.81972,0
228,1053.96,1163.32,0.403187,0.403187,6,5.80892,0
229,1054.33,1163.49,0.403537,0.403537,6,5.79744,0
229,1054.7,1163.65,0.403728,0.403728,6,5.78624,0
230,1055.06,1163.82,0.404034,0.404034,6,5.77517,0
230,1055.43,1163.99,0.404221,0.404221,6,5.76411,0
231,1055.8,1164.15,0.404408,0.404407,6,5.75316,0
231,1056.17,1164.32,0.404593,0.404593,6,5.74191,0
231,1056.54,1164.48,0.404778,0.404778,6,5.73085,0
232,1056.91,1164.65,0.404961,0.404961,6,5.71881,0
232,1057.28,1164.82,0.405145,0.405145,6,5.70723,0
233,1057.65,1164.98,0.405456,0.405456,6,5.69565,0
233,1058.02,1165.15,0.405636,0.405636,6,5.6844,0
234,1058.39,1165.32,0.405816,0.405816,6,5.67344,0
234,1058.76,1165.48,0.40608,0.40608,6,5.66374,0
234,1059.13,1165.65,0.406257,0.406257,6,5.65409,0
235,1059.5,1165.81,0.40657,0.40657,6,5.64595,0
235,1059.87,1165.98,0.406745,0.406745,6,5.63764,0
236,1060.24,1166.14,0.406919,0.406919,6,5.63076,0
236,1060.62,1166.31,0.407092,0.407091,6,5.6238,0
237,1060.99,1166.47,0.407265,0.407265,6,5.61719,0
237,1061.36,1166.63,0.407487,0.407487,6,5.61102,0
237,1061.74,1166.79,0.407658,0.407658,6,5.60515,0
238,1062.11,1166.96,0.407876,0.407876,6,5.59844,0
238,1062.49,1167.12,0.408045,0.408045,6,5.59265,0
239,1062.86,1167.28,0.408233,0.408232,6,5.58678,0
239,1063.23,1167.45,0.408399,0.408399,6,5.58159,0
240,1063.61,1167.61,0.408566,0.408566,6,5.57695,0
240,1063.98,1167.77,0.40873,0.40873,6,5.5724,0
240,1064.36,1167.93,0.408895,0.408895,6,5.56859,0
241,1064.74,1168.09,0.409058,0.409058,6,5.56589,0
241,1065.11,1168.25,0.40922,0.40922,6,5.56385,0
242,1065.49,1168.41,0.409382,0.409382,6,5.56244,0
242,1065.87,1168.57,0.409544,0.409544,6,5.56204,0
243,1066.25,1168.73,0.409705,0.409704,6,5.56219,0
243,1066.62,1168.88,0.409864,0.409864,6,5.56319,0
243,1067,1169.04,0.410023,0.410022,6,5.56442,0
244,1067.38,1169.2,0.410096,0.410096,6,5.56635,0
244,1067.76,1169.35,0.410253,0.410253,6,5.56935,0
245,1068.14,1169.51,0.41041,0.41041,6,5.57307,0
245,1068.48,1169.64,0.409203,0.409203,6,5.57695,0
246,1068.86,1169.8,0.409365,0.409366,6,5.58192,0
246,1069.24,1169.95,0.409528,0.409527,6,5.58695,0
247,1069.62,1170.1,0.409688,0.409688,6,5.59305,0
247,1070,1170.25,0.409852,0.409852,6,5.60028,0
247,1070.38,1170.4,0.410011,0.410011,6,5.6083,0
248,1070.76,1170.55,0.410169,0.410169,6,5.61715,0
248,1071.14,1170.7,0.410327,0.410327,6,5.62743,0
249,1071.53,1170.85,0.410483,0.410484,6,5.63831,0
249,1071.91,1171,0.410768,0.410767,6,5.65072,0
249,1072.29,1171.14,0.410922,0.410922,6,5.66378,0
250,1072.68,1171.29,0.411076,0.411076,6,5.67771,0
250,1073.06,1171.43,0.411323,0.411322,6,5.69406,0
251,1073.45,1171.58,0.411475,0.411475,6,5.71104,0
251,1073.84,1171.72,0.411625,0.411625,6,5.72855,0
252,1074.22,1171.86,0.411776,0.411775,6,5.7474,0
252,1074.61,1172,0.411924,0.411925,6,5.76787,0
252,1075,1172.14,0.412072,0.412072,6,5.78892,0
253,1075.39,1172.28,0.41222,0.412221,6,5.81084,0
253,1075.77,1172.42,0.412473,0.412472,6,6.70156,0
254,1076.16,1172.55,0.412619,0.412619,6,6.66183,0
254,1076.55,1172.69,0.412764,0.412763,6,6.62358,0
254,1076.94,1172.83,0.412908,0.412908,6,6.58616,0
255,1077.33,1172.96,0.41323,0.413231,6,6.54906,0
255,1077.72,1173.1,0.413372,0.413372,6,6.51284,0
256,1078.12,1173.23,0.413513,0.413512,6,6.47757,0
256,1078.51,1173.36,0.413654,0.413654,6,6.44312,0
257,1078.9,1173.49,0.413795,0.413795,6,6.40981,0
257,1079.29,1173.63,0.413934,0.413933,6,6.37725,0
258,1079.68,1173.76,0.414073,0.414073,6,6.34539,0
258,1080.08,1173.89,0.414291,0.414291,6,6.31339,0
259,1080.47,1174.02,0.414428,0.414428,6,6.28251,0
259,1080.86,1174.15,0.414564,0.414564,6,6.25267,0
259,1081.26,1174.27,0.414716,0.414716,6,6.22352,0
260,1081.65,1174.4,0.414851,0.41485,6,6.19523,0
260,1082.05,1174.53,0.414985,0.414984,6,6.16697,0
261,1082.44,1174.65,0.415118,0.415119,6,6.14013,0
261,1082.84,1174.78,0.415251,0.41525,6,6.11418,0
262,1083.24,1174.9,0.415382,0.415382,6,6.08942,0
262,1083.63,1175.03,0.415514,0.415514,6,6.06578,0
262,1084.03,1175.15,0.415645,0.415645,6,6.04371,0
263,1084.43,1175.27,0.415775,0.415775,6,6.02246,0
263,1084.83,1175.39,0.415905,0.415905,6,6.00198,0
264,1085.22,1175.51,0.416034,0.416034,6,5.98292,0
264,1085.62,1175.63,0.416094,0.416093,6,5.96462,0
265,1086.02,1175.74,0.416221,0.416221,6,5.94775,0
265,1086.42,1175.86,0.416348,0.416348,6,5.93198,0
265,1086.82,1175.97,0.416475,0.416474,6,5.91698,0
266,1087.22,1176.09,0.416601,0.416602,6,5.90296,0
266,1087.59,1176.19,0.415625,0.415631,6,5.89157,0
267,1087.99,1176.3,0.415755,0.415762,6,5.87992,0
267,1088.39,1176.41,0.415892,0.415892,6,5.8685,0
267,1088.79,1176.52,0.416021,0.416021,6,5.85864,0
268,1089.19,1176.63,0.416153,0.416153,6,5.8497,0
268,1089.6,1176.74,0.41628,0.41628,6,5.84192,0
269,1090,1176.85,0.416407,0.416406,6,5.83525,0
269,1090.4,1176.95,0.416534,0.416535,6,5.82954,0
269,1090.8,1177.06,0.41666,0.41666,6,5.82491,0
270,1091.21,1177.16,0.416889,0.416889,6,5.82147,0
270,1091.61,1177.27,0.417012,0.417011,6,5.81897,0
271,1092.02,1177.37,0.417136,0.417136,6,5.81756,0
271,1092.42,1177.47,0.417335,0.417335,6,5.81732,0
272,1092.83,1177.57,0.417457,0.417457,6,5.81798,0
272,1093.23,1177.67,0.417578,0.417578,6,5.81993,0
273,1093.64,1177.77,0.417699,0.417698,6,5.82272,0
273,1094.04,1177.86,0.417819,0.417818,6,5.82691,0
273,1094.45,1177.96,0.417937,0.417938,6,5.83185,0
274,1094.86,1178.05,0.418056,0.418057,6,5.83781,0
274,1095.27,1178.15,0.41826,0.418259,6,5.84504,0
275,1095.67,1178.24,0.418377,0.418377,6,5.85309,0
275,1096.08,1178.33,0.418639,0.418639,6,5.86218,0
276,1096.49,1178.42,0.418753,0.418753,6,5.8721,0
276,1096.9,1178.51,0.418868,0.418868,6,5.883,0
276,1097.31,1178.6,0.418982,0.418983,6,5.89592,0
277,1097.72,1178.69,0.419096,0.419096,6,6.54933,0
277,1098.13,1178.78,0.41921,0.41921,6,6.51555,0
278,1098.54,1178.86,0.419322,0.419321,6,6.48299,0
278,1098.95,1178.95,0.419434,0.419434,6,6.4514,0
279,1099.36,1179.03,0.419546,0.419546,6,6.42065,0
279,1099.77,1179.12,0.419721,0.419721,6,6.38956,0
279,1100.18,1179.2,0.419831,0.41983,6,6.35973,0
280,1100.59,1179.29,0.419954,0.419955,6,6.32973,0
280,1101.01,1179.37,0.420063,0.420063,6,6.30089,0
281,1101.42,1179.45,0.420171,0.420171,6,6.27295,0
281,1101.83,1179.53,0.420279,0.420278,6,6.24577,0
282,1102.24,1179.61,0.420386,0.420387,6,6.21967,0
282,1102.66,1179.69,0.420492,0.420492,6,6.19583,0
282,1103.07,1179.77,0.420599,0.420598,6,6.17236,0
283,1103.48,1179.84,0.420705,0.420705,6,6.14859,0
283,1103.9,1179.92,0.420809,0.420809,6,6.12609,0
284,1104.31,1180,0.420914,0.420914,6,6.10442,0
284,1104.72,1180.07,0.421019,0.421019,6,6.08467,0
285,1105.14,1180.14,0.421122,0.421122,6,6.0655,0
285,1105.55,1180.21,0.42117,0.42117,6,6.04742,0
286,1105.97,1180.29,0.421273,0.421273,6,6.03002,0
286,1106.38,1180.36,0.421376,0.421375,6,6.01204,0
286,1106.8,1180.43,0.421477,0.421478,6,5.99536,0
287,1107.21,1180.5,0.421579,0.421579,6,5.97943,0
287,1107.6,1180.56,0.420792,0.420794,6,5.96568,0
288,1108.02,1180.63,0.420896,0.420899,6,5.95142,0
288,1108.43,1180.7,0.421012,0.421012,6,5.93829,0
289,1108.85,1180.76,0.421115,0.421115,6,5.9261,0
289,1109.26,1180.83,0.421218,0.421218,6,5.91457,0
289,1109.68,1180.9,0.42132,0.42132,6,5.90326,0
290,1110.1,1180.96,0.421422,0.421423,6,5.89266,0
290,1110.51,1181.02,0.42161,0.421609,6,5.88242,0
291,1110.93,1181.09,0.42171,0.42171,6,5.8728,0
291,1111.35,1181.15,0.42181,0.421811,6,5.86383,0
292,1111.76,1181.21,0.421909,0.421909,6,5.8562,0
292,1112.18,1181.27,0.422009,0.422009,6,5.84881,0
292,1112.6,1181.34,0.422169,0.422169,6,5.84126,0
293,1113.02,1181.4,0.422267,0.422267,6,5.83453,0
293,1113.43,1181.46,0.422364,0.422364,6,5.82802,0
294,1113.85,1181.52,0.422462,0.422462,6,5.82251,0
294,1114.27,1181.58,0.422557,0.422557,6,5.81751,0
295,1114.69,1181.64,0.422653,0.422653,6,5.81285,0
295,1115.11,1181.7,0.422749,0.422749,6,5.8088,0
295,1115.53,1181.75,0.422912,0.422912,6,5.80603,0
296,1115.95,1181.81,0.423007,0.423007,6,5.80366,0
296,1116.36,1181.87,0.423217,0.423216,6,5.80177,0
297,1116.78,1181.92,0.42331,0.42331,6,5.80029,0
297,1117.2,1181.98,0.423402,0.423401,6,5.79936,0
298,1117.62,1182.03,0.423493,0.423494,6,5.79865,0
298,1118.04,1182.09,0.423585,0.423585,6,5.7985,0
299,1118.46,1182.14,0.423676,0.423676,6,5.79814,0
299,1118.88,1182.2,0.423767,0.423766,6,5.79861,0
299,1119.3,1182.25,0.423857,0.423856,6,5.7995,0
300,1119.73,1182.3,0.423947,0.423947,6,5.80125,0
300,1120.15,1182.35,0.424099,0.424099,6,5.8035,0
301,1120.57,1182.41,0.424187,0.424187,6,5.80608,0
301,1120.99,1182.46,0.424275,0.424275,6,5.80918,0
302,1121.41,1182.51,0.424362,0.424362,6,5.81398,0
302,1121.83,1182.56,0.424449,0.424449,6,5.81907,0
302,1122.25,1182.61,0.424536,0.424536,6,6.11913,0
303,1122.67,1182.66,0.424622,0.424622,6,6.1021,0
303,1123.09,1182.7,0.424708,0.424708,6,6.08585,0
304,1123.52,1182.75,0.424793,0.424793,6,6.06955,0
304,1123.94,1182.8,0.424878,0.424878,6,6.05372,0
305,1124.36,1182.85,0.424962,0.424962,6,6.03825,0
305,1124.78,1182.9,0.425047,0.425046,6,6.02308,0
306,1125.21,1182.94,0.425131,0.425131,6,6.00894,0
306,1125.63,1182.99,0.425214,0.425214,6,5.99518,0
306,1126.05,1183.03,0.425253,0.425252,6,5.98183,0
307,1126.47,1183.08,0.425335,0.425335,6,5.9687,0
307,1126.9,1183.12,0.425418,0.425418,6,5.95633,0
308,1127.32,1183.17,0.425499,0.4255,6,5.94446,0
308,1127.74,1183.21,0.425581,0.42558,6,5.93299,0
309,1128.15,1183.25,0.424948,0.424947,6,5.92203,0
309,1128.57,1183.3,0.425032,0.425033,6,5.91088,0
309,1128.99,1183.34,0.425125,0.425125,6,5.90048,0
310,1129.41,1183.38,0.425209,0.425209,6,5.89061,0
310,1129.84,1183.42,0.425291,0.425291,6,5.8814,0
311,1130.26,1183.46,0.425373,0.425373,6,5.87216,0
311,1130.68,1183.5,0.425456,0.425456,6,5.8633,0
312,1131.11,1183.54,0.425606,0.425605,6,5.85499,0
312,1131.53,1183.59,0.425687,0.425687,6,5.84682,0
312,1131.95,1183.62,0.425767,0.425767,6,5.83961,0
313,1132.38,1183.66,0.425847,0.425847,6,5.83269,0
313,1132.8,1183.7,0.425977,0.425976,6,5.8244,0
314,1133.23,1183.74,0.426056,0.426056,6,5.81697,0
314,1133.65,1183.78,0.426135,0.426135,6,5.80993,0
315,1134.07,1183.82,0.426213,0.426212,6,5.8038,0
315,1134.5,1183.86,0.426291,0.426291,6,5.79803,0
316,1134.92,1183.9,0.426368,0.426367,6,5.79273,0
316,1135.35,1183.93,0.426445,0.426445,6,5.78748,0
316,1135.77,1183.97,0.426577,0.426577,6,5.7837,0
317,1136.2,1184.01,0.426653,0.426652,6,5.77981,0
317,1136.62,1184.04,0.426729,0.426729,6,5.77624,0
318,1137.05,1184.08,0.426898,0.426898,6,5.77492,0
318,1137.47,1184.11,0.426973,0.426973,6,5.77336,0
319,1137.9,1184.14,0.427047,0.427047,6,5.77169,0
319,1138.33,1184.18,0.427121,0.427121,6,5.77037,0
320,1138.75,1184.21,0.427194,0.427194,6,5.76835,0
320,1139.18,1184.25,0.427268,0.427267,6,5.76708,0
320,1139.6,1184.28,0.427341,0.427341,6,5.76738,0
321,1140.03,1184.31,0.427413,0.427412,6,5.76741,0
321,1140.46,1184.34,0.427485,0.427485,6,5.76767,0
322,1140.88,1184.37,0.427607,0.427607,6,5.76807,0
322,1141.31,1184.41,0.427678,0.427678,6,5.76876,0
322,1141.73,1184.44,0.427748,0.427748,6,5.769,0
323,1142.16,1184.47,0.427819,0.427819,6,5.76988,0
323,1142.59,1184.5,0.427889,0.427889,6,5.77197,0
324,1143.01,1184.53,0.427959,0.427959,6,5.77403,0
324,1143.44,1184.56,0.428028,0.428028,6,5.77631,0
324,1143.87,1184.59,0.428097,0.428097,6,5.77879,0
325,1144.29,1184.62,0.428166,0.428166,6,5.78151,0
325,1144.72,1184.65,0.428234,0.428233,6,5.7837,0
326,1145.15,1184.68,0.428302,0.428302,6,5.78651,0
326,1145.58,1184.71,0.42837,0.42837,6,5.79076,0
327,1146,1184.74,0.428437,0.428437,6,5.79478,0
327,1146.43,1184.76,0.428468,0.428468,6,5.79972,0
328,1146.86,1184.79,0.428535,0.428534,6,5.80478,0
328,1147.29,1184.82,0.428602,0.428602,6,5.81,0
328,1147.71,1184.85,0.428668,0.428668,6,5.81554,0
329,1148.14,1184.87,0.428734,0.428734,6,5.82113,0
329,1148.55,1184.9,0.428222,0.428222,6,5.82645,0
330,1148.98,1184.92,0.42829,0.42829,6,5.83218,0
330,1149.41,1184.95,0.428365,0.428365,6,5.83725,0
331,1149.84,1184.98,0.428432,0.428432,6,5.84295,0
331,1150.26,1185.01,0.4285,0.428499,6,5.84882,0
331,1150.69,1185.03,0.428566,0.428565,6,5.85592,0
332,1151.12,1185.06,0.428632,0.428632,6,5.86289,0
332,1151.55,1185.08,0.428753,0.428753,6,5.87079,0
333,1151.97,1185.11,0.428819,0.428819,6,5.87873,0
333,1152.4,1185.13,0.428884,0.428884,6,5.88771,0
334,1152.83,1185.15,0.428948,0.428948,6,5.8966,0
334,1153.26,1185.18,0.429013,0.429012,6,5.90555,0
334,1153.69,1185.2,0.429117,0.429117,6,5.91366,0
335,1154.12,1185.22,0.429181,0.42918,6,5.92204,0
335,1154.54,1185.25,0.429244,0.429244,6,6.10301,0
336,1154.97,1185.27,0.429307,0.429307,6,6.09931,0
336,1155.4,1185.3,0.429369,0.429369,6,6.09544,0
337,1155.83,1185.32,0.429432,0.429431,6,6.09178,0
337,1156.26,1185.34,0.429538,0.429538,6,6.08786,0
338,1156.69,1185.37,0.4296,0.4296,6,6.08421,0
338,1157.12,1185.39,0.429661,0.429661,6,6.08067,0
338,1157.55,1185.42,0.429798,0.429798,6,6.07663,0
339,1157.98,1185.44,0.429858,0.429857,6,6.07307,0
339,1158.4,1185.46,0.429918,0.429918,6,6.06909,0
340,1158.83,1185.49,0.429978,0.429977,6,6.06554,0
340,1159.26,1185.51,0.430037,0.430037,6,6.06168,0
341,1159.69,1185.54,0.430096,0.430096,6,6.0582,0
341,1160.12,1185.56,0.430155,0.430155,6,6.05405,0
341,1160.55,1185.58,0.430214,0.430213,6,6.05051,0
342,1160.98,1185.61,0.430272,0.430272,6,6.04709,0
342,1161.41,1185.63,0.430371,0.43037,6,6.04502,0
343,1161.84,1185.65,0.430428,0.430428,6,6.04265,0
343,1162.27,1185.67,0.430485,0.430485,6,6.04162,0
344,1162.7,1185.7,0.430542,0.430542,6,6.04027,0
344,1163.13,1185.72,0.430598,0.430598,6,6.03897,0
345,1163.56,1185.74,0.430655,0.430655,6,6.03684,0
345,1163.99,1185.76,0.430711,0.43071,6,6.03492,0
346,1164.42,1185.78,0.430767,0.430767,6,6.0337,0
346,1164.85,1185.8,0.430822,0.430822,6,6.03208,0
346,1165.28,1185.83,0.430877,0.430877,6,6.03053,0
347,1165.71,1185.85,0.430932,0.430931,6,6.02867,0
347,1166.14,1185.87,0.430987,0.430987,6,6.02714,0
348,1166.57,1185.89,0.431041,0.431041,6,6.02514,0
348,1167,1185.91,0.431096,0.431095,6,6.02353,0
349,1167.43,1185.94,0.43112,0.43112,6,6.02182,0
349,1167.86,1185.96,0.431174,0.431174,6,6.0203,0
349,1168.29,1185.98,0.431228,0.431228,6,6.0184,0
350,1168.72,1186,0.431281,0.43128,6,6.01686,0
350,1169.15,1186.02,0.431334,0.431334,6,6.01541,0
351,1169.57,1186.05,0.430922,0.430922,6,6.01326,0
351,1170,1186.07,0.430977,0.430977,6,6.01168,0
352,1170.43,1186.09,0.431037,0.431037,6,6.01027,0
352,1170.86,1186.11,0.431092,0.431092,6,6.00877,0
353,1171.29,1186.13,0.431145,0.431145,6,6.00674,0
353,1171.72,1186.16,0.431199,0.431199,6,6.00516,0
353,1172.15,1186.18,0.431252,0.431252,6,6.00367,0
354,1172.58,1186.2,0.43135,0.43135,6,6.00174,0
354,1173.02,1186.22,0.431402,0.431402,6,6.00024,0
355,1173.45,1186.24,0.431454,0.431453,6,5.99834,0
355,1173.88,1186.27,0.431507,0.431507,6,5.99683,0
356,1174.31,1186.29,0.431591,0.431591,6,5.99496,0
356,1174.74,1186.31,0.431642,0.431642,6,5.99344,0
357,1175.17,1186.33,0.431693,0.431693,6,5.992,0
357,1175.6,1186.35,0.431744,0.431744,6,5.98992,0
357,1176.03,1186.38,0.431795,0.431795,6,5.98839,0
358,1176.46,1186.4,0.431845,0.431844,6,5.98656,0
358,1176.89,1186.42,0.431895,0.431895,6,5.98963,0
359,1177.33,1186.44,0.431981,0.43198,6,5.98756,0
359,1177.76,1186.46,0.43203,0.43203,6,5.98571,0
360,1178.19,1186.49,0.432141,0.432141,6,5.9834,0
360,1178.62,1186.51,0.432189,0.432189,6,5.98147,0
360,1179.05,1186.53,0.432238,0.432238,6,5.9796,0
361,1179.48,1186.55,0.432286,0.432285,6,5.97745,0
361,1179.91,1186.57,0.432334,0.432334,6,5.97559,0
361,1180.35,1186.6,0.432382,0.432382,6,5.9734,0
362,1180.78,1186.62,0.432429,0.432429,6,5.9715,0
362,1181.21,1186.64,0.432477,0.432477,6,5.96938,0
363,1181.64,1186.66,0.432524,0.432524,6,5.96749,0
363,1182.07,1186.68,0.432571,0.43257,6,5.96565,0
364,1182.51,1186.71,0.43265,0.43265,6,5.96338,0
364,1182.94,1186.73,0.432696,0.432696,6,5.96146,0
364,1183.37,1186.75,0.432742,0.432742,6,5.95939,0
365,1183.8,1186.77,0.432788,0.432787,6,5.95746,0
365,1184.23,1186.79,0.432833,0.432833,6,5.9554,0
366,1184.67,1186.82,0.432878,0.432878,6,5.95346,0
366,1185.1,1186.84,0.432923,0.432923,6,5.95141,0
367,1185.53,1186.86,0.432968,0.432968,6,5.94945,0
367,1185.96,1186.88,0.433013,0.433012,6,5.94753,0
367,1186.4,1186.9,0.433057,0.433057,6,5.94562,0
368,1186.83,1186.93,0.433101,0.433101,6,5.94374,0
368,1187.26,1186.95,0.433145,0.433145,6,5.94159,0
369,1187.69,1186.97,0.433189,0.433189,6,5.93968,0
369,1188.12,1186.99,0.433209,0.433209,6,5.93765,0
370,1188.56,1187.01,0.433253,0.433252,6,5.93573,0
370,1188.99,1187.04,0.433296,0.433295,6,5.93357,0
370,1189.42,1187.06,0.433339,0.433339,6,5.93156,0
371,1189.86,1187.08,0.433382,0.433382,6,5.92955,0
371,1190.28,1187.1,0.433049,0.433049,6,5.92781,0
372,1190.71,1187.12,0.433093,0.433093,6,5.92587,0
372,1191.14,1187.15,0.433142,0.433142,6,5.92341,0
373,1191.58,1187.17,0.433186,0.433186,6,5.92145,0
373,1192.01,1187.19,0.433229,0.433229,6,5.91947,0
373,1192.44,1187.21,0.433273,0.433273,6,5.91752,0
374,1192.87,1187.23,0.433352,0.433352,6,5.91551,0
374,1193.31,1187.26,0.433395,0.433395,6,5.91353,0
375,1193.74,1187.28,0.433437,0.433437,6,5.91154,0
375,1194.17,1187.3,0.433479,0.433479,6,5.90963,0
376,1194.6,1187.32,0.433521,0.433521,6,5.90765,0
376,1195.04,1187.34,0.433589,0.433589,6,5.9057,0
376,1195.47,1187.37,0.433631,0.433631,6,5.90373,0
377,1195.9,1187.39,0.433672,0.433672,6,5.90179,0
377,1196.34,1187.41,0.433713,0.433713,6,5.89981,0
378,1196.77,1187.43,0.433754,0.433754,6,5.8979,0
378,1197.2,1187.45,0.433795,0.433795,6,5.89592,0
379,1197.64,1187.48,0.433835,0.433834,6,5.89393,0
379,1198.07,1187.5,0.433904,0.433904,6,5.89218,0
380,1198.5,1187.52,0.433944,0.433944,6,5.89027,0
380,1198.94,1187.54,0.434034,0.434033,6,5.88821,0
381,1199.37,1187.56,0.434073,0.434073,6,5.88624,0
381,1199.8,1187.59,0.434112,0.434112,6,5.88446,0
381,1200.24,1187.61,0.434151,0.434151,6,5.88259,0
382,1200.67,1187.63,0.43419,0.434189,6,5.88073,0
382,1201.1,1187.65,0.434229,0.434228,6,5.8786,0
382,1201.54,1187.67,0.434267,0.434267,6,5.87669,0
383,1201.97,1187.7,0.434305,0.434305,6,5.87482,0
383,1202.4,1187.72,0.434343,0.434343,6,5.87293,0
384,1202.84,1187.74,0.434381,0.434381,6,5.94342,0
384,1203.27,1187.76,0.434445,0.434445,6,5.93595,0
385,1203.7,1187.78,0.434483,0.434483,6,5.92873,0
385,1204.14,1187.81,0.434519,0.434519,6,5.92117,0
386,1204.57,1187.83,0.434556,0.434556,6,5.91394,0
386,1205.01,1187.85,0.434593,0.434593,6,5.90681,0
386,1205.44,1187.87,0.43463,0.43463,6,5.89921,0
387,1205.87,1187.89,0.434666,0.434665,6,5.89211,0
387,1206.31,1187.92,0.434702,0.434702,6,5.88453,0
388,1206.74,1187.94,0.434739,0.434739,6,5.87747,0
